UID,ChainName,Name,Est,Address,City,St,zip,Phone,latitude,longitude,Amenities,RecordID,Web,Booking,Comments,Pin,Rating,Reviews
171196,Campground,Portage River Marina Camp,57,101 W Rose Ln,Port Clinton,OH,43452,419-734-4783,41.50222,-83.00194,"$$, 87 sites, Apr-Oct, RVs only, All ages, No tent, 574 ft elev, (C)",26190,,,,camp_rv_pin,0,https://www.allstays.com/reviews2/review.php?LocID=261
171197,Campground,Portageview Campground,57,265 S Meachem Rd,Port Clinton,OH,43452,419-635-4479,41.51209,-83.039316,"100 sites, May-Oct, All ages, Tents, 574 ft elev, 55 full hookups, electric only sites, 58 elec-water hookups, (C)",26191,,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=261
171198,Campground,River Retreat Campground,57,3830 W Harbor Rd,Port Clinton,OH,43452,419-635-2472,41.517869,-83.007351,"All ages, 577 ft elev, (C)",26192,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/26192.php
171199,Campground,Shade Acres Campground and Cottages,57,1810 Northwest Catawba Road,Port Clinton,OH,43452,419-797-4681,41.54983,-82.85104,"$$$, 50 sites, Apr 15-Oct 15, All ages, Tents Only sites: 10, 35 ft max RV length, 594 ft elev, electric, 50 elec-water hookups, 30 amp, tables, grill, water, dump, firewood, internet, pet friendly extra rules, playground, (C)",26193,http://camplakeerie.net/shade-acres/,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=261
171200,Campground,Sunset Shore Campground,57,1745 W Lakeshore Dr,Port Clinton,OH,43452,419-734-5186,41.521037,-82.969556,"All ages, 574 ft elev, (C)",26194,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/26194.php
171201,Campground,Tall Timbers Campgrounds,57,340 S Christy Chapel Rd,Port Clinton,OH,43452,419-732-3938,41.514603,-82.885384,"$$$$, 409 sites, May 1-Oct 31, All ages, Tents Only sites: 25, 60 ft max RV length, 582 ft elev, Accepts Big Rigs, 5 pull thrus, electric, 409 elec-water hookups, 30/50 amp, 1 amp sites, tables, grill, water, dump, laundry, firewood, internet, pet friendly extra rules, playground, Seasonals, (C)",26195,,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=261
171202,Campground,Equestrian Camp - Shawnee State Park,60,Near Bear Lake and FR Rd 3 and FR 4,Portsmouth,OH,45663,740-858-6652,38.781529,-83.176816,"$$$, 57 sites, All Year, All ages, Tents, 1147 ft elev, toilets, horses (C)",37782,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/shawnee-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=376,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=37782
171203,Campground,Main - Shawnee State Park,60,4404 SR 125,Portsmouth,OH,45663,740-858-6652,38.728711,-83.180845,"$$$, 107 sites, All Year, All ages, Tents, 35 ft max RV length, 733 ft elev, 86 electric, tables, grill, water, flush t, showers, laundry, pet friendly extra rules, store, fish, trail, hike, Self register Nov-Mar and ranger visits (C)",26196,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/shawnee-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=376,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=26196
171204,Campground,Wolfords Landing Campground,57,6888 E Front St,Portsmouth,OH,45662,740-776-9956,38.74791,-82.87369,"$$$, 60 sites, Apr 1-Nov 1, RVs only, All ages, No tent, 60 ft max RV length, 532 ft elev, Accepts Big Rigs, 2 pull thrus, 50 full hookups, electric, 33 elec-water hookups, 30/50 amp, 4 amp sites, tables, grill, water, dump, firewood, internet, pet friendly extra rules, playground, Seasonals, (C)",26197,,,,camp_rv_pin,0,https://www.allstays.com/reviews2/review.php?LocID=26197
171205,Campground,Foxs Den Campground,57,210 Conlon Rd,Put In Bay,OH,43456,419-285-5001,41.642104,-82.821457,"$$$, 64 sites, Apr-Oct, All ages, Tents, 40 ft max RV length, 591 ft elev, Accepts Big Rigs, 5 pull thrus, 52 full hookups, electric, 30 amp, water, toilets, showers, dump, laundry, pet friendly, fish, (C)",26198,,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=261
171206,Campground,South Bass Island State Park,60,,Put In Bay,OH,43456,419-285-2112,41.644079,-82.837535,"$$$$$, 120 sites, All Year, All ages, Tents only sites: 60, 55 ft max RV length, 608 ft elev, Accepts Big Rigs, 8 full hookups, 30/50 amp, tables, water, flush t, showers, dump, pet friendly, playground, beach, fish, boat launch, Res required, (C)",41981,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/south-bass-island-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=377,,sp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=41981
171207,Campground,Oakdale Campground,57,4611 St Rt. 235,Quincy,OH,43343,937-407-0031,40.30634,-83.943436,"$$$, 100 sites, Apr-Oct, All ages, 40 ft max RV length, 1010 ft elev, Accepts Big Rigs, 35 full hookups, electric, elec-water hookups, 30 amp, tables, water, toilets, showers, dump, playground, (C)",26199,http://www.oakdalecampground.com/,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=26199
171208,Campground,Kountry Resort,57,44705 Resort Rd,Racine,OH,45771,740-992-6488,39.04585,-81.96154,"$$$, 268 sites, All Year, All ages, Tents Only sites: 25, 36 ft max RV length, 840 ft elev, 10 pull thrus, 210 full hookups, electric, 40 elec-water hookups, 20/30/50 amp, 12 amp sites, tables, grill, water, dump, Clubs-AOR-RPI, RV Storage, laundry, firewood, internet, pet friendly extra rules, pool, playground, store, fish, (C)",26200,https://www.kountryresortcampground.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=26200
171209,Campground,Maplewood Lake Christian Campground,57,45860 ST. RT. 124,Racine,OH,45771,740-949-2734,38.983398,-81.926125,"$$$, 25 sites, All Year, All ages, Tents, 40 ft max RV length, 571 ft elev, Accepts Big Rigs, pull thrus, 25 full hookups, electric, 50 amp, 25 amp sites, water, dump, propane, cable tv, pet friendly, boat launch, (C)",36299,,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=36299
171210,Campground,Lock 24 RV Park,57,46909 S.R. 124,Racine,OH,45771,304-916-2115,38.981063,-81.923082,"$$$, 52 sites, April-November, All ages, Tents, 569 ft elev, Accepts Big Rigs, full hookups, electric, 30/50 amp, tables, grill, water, toilets, showers, dump, laundry, firewood, pet friendly, playground, beach, store, fish, boat launch, (C)",36300,,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=36300
171211,Campground,Country Acres Campground,57,9850 Minyoung Rd,Ravenna,OH,44266,330-358-2774,41.178263,-81.035288,"$$$, 191 sites, Apr 22-Oct 16, All ages, Tents Only sites: 40, 75 ft max RV length, 977 ft elev, Accepts Big Rigs, 12 pull thrus, 36 full hookups, electric, 115 elec-water hookups, 20/30/50 amp, 150 amp sites, tables, grill, water, dump, Clubs-PA-AM, RV Storage, laundry, firewood, internet, pet friendly, pool, playground, Seasonals, (C)",26201,http://countryacrescamping.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=262
171212,Campground,Equestrian Camp - West Branch State Park,60,5708 Esworthy Rd,Ravenna,OH,44266,330-296-3239,41.152065,-81.110905,"$$, 9 sites, All Year, All ages, Tents, 40 ft max RV length, 1022 ft elev, Accepts Big Rigs, tables, grill, water, toilets, firewood, pet friendly, fish, trail, hike, horses (C)",40326,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/west-branch-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=382,,sp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=40326
171213,Campground,Hidden Valley Camp Ground,57,3235 Dawley Rd,Ravenna,OH,44266,330-297-1175,41.191237,-81.279389,"Apr-Sep, All ages, 1076 ft elev, electric, 150 elec-water hookups, 120 Seasonals, (C)",26202,,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=262
171214,Campground,Main - West Branch State Park,60,5708 Esworthy Rd,Ravenna,OH,44266,330-296-3239,41.141352,-81.11524,"$$$$$, 198 sites, All Year, All ages, Tents, 85 ft max RV length, 1022 ft elev, Accepts Big Rigs, 29 full hookups, 155 electric only sites, 30/50 amp, tables, grill, water, flush t, showers, dump, laundry, firewood, pet friendly, playground, fish, trail, hike, boat launch, (C)",26203,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/west-branch-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=382,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=26203
171215,Campground,Forked Run State Park,60,63300 State Route 124,Reedsville,OH,45772,740-378-6206,39.091866,-81.772681,"$$$, 143 sites, All Year, All ages, Tents, 30 ft max RV length, 664 ft elev, 79 electric, 50 amp, 50 amp sites, tables, grill, water, pit toi, showers, dump, laundry, pet friendly extra rules, playground, fish, trail, hike, (C)",26204,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/forked-run-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=350,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=26204
171216,Campground,Clinton Lake Camping,57,4990 E Twp Rd-122,Republic,OH,44867,419-585-3331,41.13869,-83.07422,"$$$, 200 sites, May 1-Oct 15, All ages, Tents sites: 40, 806 ft elev, 10 pull thrus, electric, 160 elec-water hookups, 30 amp, tables, grill, water, dump, firewood, pet friendly, playground, Seasonals, (C)",26205,,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=26205
171217,Campground,Green Valley Nudist Camp,57,250 Ledge Rd,Richfield,OH,44233,330-659-3812,41.2021,-81.69464,"$$$, 3 sites, Mem-Lab, All Ages, Tents sites: 1, 968 ft elev, 3 full hookups, electric, 30/50 amp, 2 amp sites, water, toilets, showers, dump, (C)",38074,http://www.greenvalleyinc.net/,,,camp_rvt_pin,0,http://www.allstays.com/Campgrounds-reviews/38074.php
171218,Campground,Horsemans Camp - Jefferson Lake State Park,60,501 Twsp Rd 261a,Richmond,OH,43944,740-765-4459,40.446768,-80.819069,"$$$, 30 sites, All Year, No RVs, All ages, Tents Only Camp, 1236 ft elev, tables, grill, water, toilets, pet friendly, fish, trail, hike, horses (C)",40318,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/jefferson-lake-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=356,,sp_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=40318
171219,Campground,Main - Jefferson Lake State Park,60,501 Twsp Rd 261a,Richmond,OH,43944,740-765-4459,40.466229,-80.807141,"$$$, 49 sites, All Year, All ages, Tents Only sites: 40, 45 ft max RV length, 1236 ft elev, Accepts Big Rigs, 5 electric only sites, tables, grill, water, toilets, showers, dump, pet friendly, playground, fish, trail, hike, (C)",26206,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/jefferson-lake-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=356,,sp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=26206
171220,Campground,Richwood Lake Park,127,Lynn St. & Grove St.,Richwood,OH,43344,,40.42908,-83.300133,"$, 4 sites, All ages, Tents, 943 ft elev, Accepts Big Rigs, pull thrus, pet friendly, (C)",36301,,,,cp_rvt_pin,3,//www.allstays.com/Campgrounds-reviews/36301.php
171221,Campground,Hocking Hills Campground,57,26633 Main St,Rockbridge,OH,43138,800-686-0386,39.551343,-82.448114,"$$$, 80 sites, May-Oct, All Ages, Tents sites: 74, 786 ft elev, electric, tables, grill, water, toilets, showers, dump, internet, pool, trail, hike, (C)",38075,http://hockinghillscanoeing.com/camping.html,,,camp_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/38075.php
171222,Campground,Rossburg Acres,57,4300 Rossburg Lightsville Road,Rossburg,OH,45362,419-375-4944,40.27928,-84.646808,"$$$$, May 1-Oct 27, All ages, Tents, 1052 ft elev, electric, elec-water hookups, 30/50 amp, water, toilets, showers, Reservation required, (C)",37065,,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=37065
171223,Campground,Back Forty Ltd,57,959 County Road 111 E,Rushsylvania,OH,43347,937-468-2267,40.47704,-83.69083,"$$$$, 82 sites, early May, RVs only, All ages, No tent, 1201 ft elev, Heater Not Allowed, 20 pull thrus, electric, 82 elec-water hookups, 20/30 amp, tables, grill, water, dump, firewood, internet, pet friendly extra rules, playground, Seasonals, (C)",26207,http://backfortycampground.com/,,,camp_rv_pin,5,https://www.allstays.com/reviews2/review.php?LocID=26207
171224,Campground,Welcome Woods Family Campground,57,7547 State Route 366,Russells Point,OH,43348,937-843-2465,40.469641,-83.859633,"$$$$, 112 sites, Apr 1-Oct 31, All Ages, Tents sites: 100, 1005 ft elev, electric, 112 elec-water hookups, 30/50 amp, 30 amp sites, water, toilets, showers, dump, (C)",38076,http://www.indianlake.com/campgrounds,,,camp_rvt_pin,0,http://www.allstays.com/Campgrounds-reviews/38076.php
171225,Campground,Chaparral Family Campground,57,10136 West Middletown Road,Salem,OH,44460,330-337-9381,40.961116,-80.842811,"$$$, 215 sites, Apr 15-mid Nov, All ages, Tents Only sites: 35, 1115 ft elev, Heater Not Allowed, 13 pull thrus, 135 full hookups, electric, 55 elec-water hookups, 20/30 amp, tables, grill, water, toilets, dump, RV Storage, firewood, internet, pet friendly, playground, (C)",26208,http://chaparralfamilycamp.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=262
171226,Campground,KOA Holiday Salem Lisbon,58,33807 Winona Road,Salem,OH,44460,330-831-8628,40.827677,-80.860044,"$$$$$, 95 sites, All Year, All ages, Tents, 45 ft max RV length, 1166 ft elev, Accepts Big Rigs, pull thrus, full hookups, electric, 30/50 amp, tables, grill, water, toilets, showers, dump, laundry, internet, cable tv, pool, playground, store, (C)",26209,http://koa.com/campgrounds/salem-lisbon/,http://koa.com/campgrounds/salem-lisbon/reserve/,,koa_rvt_pin,3,http://www.allstays.com/Campgrounds-reviews/26209.php
171227,Campground,Timashamie Family Campground,57,28251 Georgetown Road,Salem,OH,44460,330-525-7054,40.84962,-80.9687,"$$$$, 175 sites, Apr 1-Oct 31, All ages, Tents sites: 35, 1132 ft elev, Heater Not Allowed, 40 pull thrus, 175 full hookups, electric, 20/30/50 amp, 4 amp sites, tables, grill, water, toilets, showers, laundry, firewood, internet, pet friendly, pool, playground, Seasonals, (C)",26210,http://timashamie.wixsite.com/timashamie,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=262
171228,Campground,Camp Sandusky,57,3518 Tiffin Ave,Sandusky,OH,44870,419-626-1133,41.421678,-82.755084,"150 sites, May-Sep, All ages, Tents, 607 ft elev, 25 pull thrus, 73 full hookups, 38 electric only sites, 40 elec-water hookups, 4 amp sites, dump, Clubs-GSC-PA-AM, internet, cable tv, pool, (C)",26211,http://campsandusky.com/,http://campsandusky.com/,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=26211
171229,Campground,Camper Village Lighthouse Point,57,One Cedar Point Drive,Sandusky,OH,44870,419-627-2106,41.480653,-82.683648,"$$$$$, 209 sites, early May-Oct, RVs only, All ages, No tent, 577 ft elev, Accepts Big Rigs, 58 pull thrus, 97 full hookups, 112 electric only sites, 20/30/50 amp, 97 amp sites, tables, water, toilets, showers, dump, laundry, cable tv, pet friendly, pool, beach, store, Lake Erie beach, only open Fri-Sun outside of peak summer Mem-Lab (C)",26212,http://www.cedarpoint.com/stay/lighthouse-point,,,camp_rv_pin,4,http://www.allstays.com/Campgrounds-reviews/26212.php
171230,Campground,Crystal Rock Campground,57,710 Crystal Rock Ave,Sandusky,OH,44870,419-684-7177,41.439921,-82.842799,"$$$$, 150 sites, May-Oct, All ages, Tents sites: 40, 45 ft max RV length, 622 ft elev, Accepts Big Rigs, 10 pull thrus, 31 full hookups, 30 electric only sites, 35 elec-water hookups, 20/30/50 amp, 21 amp sites, tables, grill, water, toilets, showers, dump, propane, laundry, firewood, pet friendly extra rules, playground, store, 12 cabins (C)",26213,http://www.crystalrock-campground.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=26213
171231,Campground,KOA Holiday Sandusky Bayshore,58,2311 Cleveland Rd,Sandusky,OH,44870,419-625-1495,41.435794,-82.666476,"$$$$$, 572 sites, May 1-Oct 31, All ages, Tents Only sites: 170, 75 ft max RV length, 581 ft elev, Accepts Big Rigs, 49 pull thrus, 168 full hookups, 56 electric only sites, 106 elec-water hookups, 20/30/50 amp, 108 amp sites, tables, grill, water, toilets, showers, dump, laundry, firewood, internet, cable tv, pet friendly, pool, playground, (C)",26214,http://koa.com/campgrounds/sandusky/,http://koa.com/campgrounds/sandusky/reserve/,,koa_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/26214.php
171232,Campground,Seneca Lake Park and Campground,127,22172 Park Road,Senecaville,OH,43780,740-685-6013,39.906395,-81.421784,"$$$, 513 sites, Apr-Sep, All ages, Tents, 955 ft elev, 22 pull thrus, 156 full hookups, 350 electric only sites, 30 amp, water, internet, pet friendly, beach, fish, trail, hike, boat launch, (C)",36303,http://senecapark.mwcd.org/,,,cp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=363
171233,Campground,Maple Lakes Campgrounds,57,4275 Blake Rd.,Seville,OH,44273,330-336-2251,41.050491,-81.841031,"$$$$$, 225 sites, Apr 15-Oct 1, All ages, Tents Only sites: 6, 60 ft max RV length, 989 ft elev, Accepts Big Rigs, 20 pull thrus, 40 full hookups, electric, 185 elec-water hookups, 20/30/50 amp, 45 amp sites, tables, grill, water, toilets, dump, Clubs-GSC, laundry, firewood, internet, pet friendly extra rules, pool, playground, fish, Seasonals, (C)",26216,http://www.maplelakes.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=262
171235,Campground,KOA Shelby Mansfield,58,6787 Baker 47,Shelby,OH,44875,419-347-1392,40.948618,-82.743081,"$$$$$, 198 sites, May 1-mid Oct, All ages, Tents sites: 39, 90 ft max RV length, 1004 ft elev, Accepts Big Rigs, 49 pull thrus, 144 full hookups, electric, 54 elec-water hookups, 20/30/50 amp, 76 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, propane, laundry, firewood, internet, cable tv, pet friendly extra rules, pool, playground, (C)",26217,http://koa.com/campgrounds/shelby/,http://koa.com/campgrounds/shelby/reserve/,,koa_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=26217
171236,Campground,Lake Wapusun Campground,57,10787 Molter Rd,Shreve,OH,,330-496-2355,40.71203,-82.11701,"$$$, 400 sites, mid Apr, All ages, Tents Only sites: 49, 1137 ft elev, Heater Not Allowed, 24 pull thrus, electric, 351 elec-water hookups, 20/30 amp, tables, grill, water, dump, laundry, firewood, pet friendly, playground, 220 Seasonals, (C)",26218,http://www.lakewapusuncampground.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=26218
171237,Campground,Ring Mill Campground,59,Wayne NF,Sistersville,OH,,740-373-9055,39.6082,-81.1224,"$, 3 sites, Apr-Dec, All ages, Tents, 672 ft elev, toilets, fish, trail, hike, (C)",26219,https://www.fs.usda.gov/recarea/wayne/recreation/camping-cabins/recarea/?recid=6220&actid=29,,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=26219
171238,Campground,Timber Ridge Campground (formerly Swift Hollow),57,51900 Portman Road,South Amherst,OH,44001,440-965-4113,41.355084,-82.323393,"$$$, 43 sites, May-mid Oct, All ages, Tents, 778 ft elev, Accepts Big Rigs, 43 full hookups, electric, 50 amp, water, dump, laundry, pet friendly, pool, playground, fish, (C)",36305,http://timberridgecamping.com/,,,camp_rvt_pin,3,http://www.allstays.com/Campgrounds-reviews/36305.php
171239,Campground,Top Of The Caves Campground,57,26780 Chapel Ridge Rd,South Bloomingville,OH,43152,740-385-6566,39.408406,-82.533859,"$$$$, 65 sites, All ages, Tents, 1017 ft elev, full hookups, electric only sites, elec-water hookups, 30 amp, tables, grill, water, toilets, showers, dump, Clubs-PA-AM, laundry, internet, pool, playground, store, trail, hike, (C)",26220,http://www.topothecaves.com/,http://www.topothecaves.com/,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=26220
171241,Campground,Tomorrows Stars RV Resort,57,6716 E National Rd,South Charleston,OH,45368,937-324-2267,39.92508,-83.67897,"$$$$, 210 sites, All Year, All ages, Tents Only sites: 25, 70 ft max RV length, 1059 ft elev, Accepts Big Rigs, Heater Not Allowed, 13 pull thrus, 210 full hookups, electric, 30/50 amp, 7 amp sites, tables, grill, water, toilets, dump, Clubs-RPI, RV Storage, propane, laundry, firewood, internet, pet friendly, pool, playground, fish, trail, hike, 70 Seasonals, (C)",26222,http://aarvparks.com/tomorrows-stars/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=26222
171243,Campground,Valley Lake Park,57,3959 Ohio 305,Southington,OH,44470,330-898-1819,41.3083,-80.93983,"$$, 99 sites, May 1-Sep 30, All ages, Tents Only sites: 21, 892 ft elev, Heater Not Allowed, 3 pull thrus, electric, 78 elec-water hookups, 20/30 amp, tables, grill, water, toilets, dump, laundry, firewood, internet, pet friendly, playground, (C)",26223,,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=262
171244,Campground,Sunset Lake Campground,57,5566 County Highway 58,Spencer,OH,44275,330-667-2686,41.12201,-82.07474,"$$$, 205 sites, May 1-early Oct, All ages, Tents Only sites: 15, 888 ft elev, Accepts Big Rigs, Heater Not Allowed, 5 pull thrus, 127 full hookups, electric, 63 elec-water hookups, 20/30/50 amp, 20 amp sites, tables, grill, water, toilets, dump, laundry, firewood, pet friendly, playground, (C)",26224,,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=26224
171245,Campground,Consitution Park,127,725 and 42,Spring Valley,OH,45370,937-562-7440,39.605281,-84.010738,"$$, All Year, All ages, Tents, 745 ft elev, primitive only, permit required, (C)",26225,https://www.gcparkstrails.com/parks/constitution-park/,,,cp_rvt_pin,0,http://www.allstays.com/Campgrounds-reviews/26225.php
171247,Campground,Buck Creek State Park,60,1901 Buck Creek Lane,Springfield,OH,45502,937-322-5284,39.968964,-83.724883,"$$$$, 107 sites, All Year, All ages, Tents, 35 ft max RV length, 1029 ft elev, 86 electric only sites, 30 amp, tables, grill, water, flush t, showers, dump, laundry, firewood, pet friendly extra rules, playground, store, fish, trail, hike, (C)",26226,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/buck-creek-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=342,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=26226
171248,Campground,Enon Beach Campground,57,2401 Enon Rd,Springfield,OH,45502,937-882-6431,39.88993,-83.93581,"$$$, 150 sites, Apr 15-Oct 15, All ages, Tents Only sites: 20, 866 ft elev, Accepts Big Rigs, 32 pull thrus, 44 full hookups, electric, 86 elec-water hookups, 20/30/50 amp, 16 amp sites, tables, grill, water, toilets, dump, RV Storage, LP bottle exchange, laundry, firewood, playground, (C)",26227,http://enonbeach.com/,,,camp_rvt_pin,2,https://www.allstays.com/reviews2/review.php?LocID=26227
171249,Campground,Sky Lake RV Resort and Campground,57,3785 Crabill Rd,Springfield,OH,45502,937-210-9750,39.862811,-83.75801,"$$$$$, 69 sites, All Year, All ages, Tents sites: 5, 50 ft max RV length, 1036 ft elev, Accepts Big Rigs, 20 pull thrus, 30 full hookups, electric, elec-water hookups, 20/30/50 amp, 69 amp sites, tables, grill, water, showers, firewood, pet friendly, fish, trail, (C)",36307,https://www.skylakerv.com/,https://www.skylakerv.com/,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=36307
171250,Campground,Easy Campground,57,14338 Townline Kossuth Road,St Marys,OH,45885,419-394-3836,40.5585,-84.33871,"$$$, 50 sites, Apr 1-Nov 1, All ages, Tents Only sites: 9, 55 ft max RV length, 902 ft elev, Accepts Big Rigs, 13 pull thrus, 42 full hookups, electric, 8 elec-water hookups, 20/30/50 amp, 18 amp sites, tables, grill, water, dump, firewood, internet, pet friendly extra rules, playground, (C)",26228,http://easyrestaurantandhall.angelfire.com/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=262
171251,Campground,Grand Lake St Marys State Park,60,834 Edgewater Drive,St Marys,OH,45885,419-394-3611,40.548309,-84.437449,"$$$$, 198 sites, All Year, All ages, Tents, 50 ft max RV length, 1029 ft elev, Accepts Big Rigs, 34 full hookups, 154 electric, 30 amp, tables, grill, water, flush t, showers, dump, laundry, firewood, internet, pet friendly extra rules, playground, fish, trail, hike, boat launch, (C)",37160,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/grand-lake-st-marys-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=352,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=37160
171252,Campground,Rustic Haven Campgrounds,57,00930 Koehn Rd,St Marys,OH,45885,419-394-8089,40.505663,-84.448732,"$$$, 225 sites, May-Oct, RVs only, All ages, No tent, 40 ft max RV length, 874 ft elev, Accepts Big Rigs, full hookups, electric, 30 amp, water, toilets, showers, dump, pet friendly, fish, (C)",26230,,,,camp_rv_pin,0,https://www.allstays.com/reviews2/review.php?LocID=262
171253,Campground,Kiser Lake State Park,60,4885 N. St Rt. 235,St Paris,OH,43072,937-362-3822,40.180275,-83.948552,"$$$, 76 sites, All Year, All ages, Tents, 35 ft max RV length, 1071 ft elev, 20 electric only sites, tables, grill, water, toilets, dump, firewood, pet friendly extra rules, pool, playground, fish, trail, hike, 2 ADA sites, (C)",26231,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/kiser-lake-state-park-campground,https://reserveohio.com/OhioCampWeb/Facilities/SearchViewUnitAvailabity.aspx?map_id=337,,sp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=26231
171254,Campground,Stockport RV Park,57,3180 Tieber Road,Stockport,OH,43787,740-559-2239,39.551106,-81.798826,"$$$, 21 sites, All Year, RVs only, All ages, No tent, 40 ft max RV length, 714 ft elev, Accepts Big Rigs, 21 full hookups, electric, 30 amp, tables, grill, water, toilets, showers, laundry, pet friendly extra rules, (C)",26232,http://stockportrvpark.net/,,,camp_rv_pin,0,https://www.allstays.com/reviews2/review.php?LocID=26232
171255,Campground,Sandy Springs Campground,57,27719 US Hwy 52,Stout,OH,45684,701-640-7858,38.606794,-83.285851,"$$$$, 40 sites, All Year, All ages, Tents, 70 ft max RV length, 548 ft elev, Accepts Big Rigs, 5 pull thrus, electric, 40 elec-water hookups, 20/30/50 amp, 40 amp sites, tables, grill, water, toilets, showers, dump, Clubs-CoastToCoast(GNP)-ESC, LP bottle exchange, laundry, firewood, pet friendly extra rules, playground, store, fish, trail, hike, boat launch, 4 cabins (C)",26233,https://sandyspringscampground.com/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=26233
